Identificador;Categoria {pt-br};Categoria {en-us};SubCategoria {pt-br};SubCategoria {en-us};Agrupador {pt-br};Grouper {en-us};Objeto {pt-br};Object {en-us};Serviço {pt-br};Service {en-us};Complemento {pt-br};Complement {en-us};Descrição {pt-br};Descrição {en-us};Esforço;Atendimento Corporativo;SLA;Grupo solucionador;Comnetários {pt-br};Comentários - {en-us};Quem Solicita - Ninguém;Quem Solicita - Todos;Quem solicita - TI;Quem solicita - Servicedesk;Quem solicita - Governança;Quem solicita - Key user;Quem solicita - DHO;Quem solicita - VSC;Quem solicita - GQ;Aprovação - Líder;Aprovação - Coord Grupo Soluc.;Aprovação - Diretor;Aprovação - Gerente;Aprovação - Gerente TI;Aprovação - Dono;Aprovação - Adicional;TipoServiço;Automatizado;Automatizado - Preparação;Automatizado - complemento
ITSM-CS-0000559;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(CO) Administração de Investimentos;(CO) Investment Management;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPFICO;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000560;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(CO) Controladoria;(CO) Controlling;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPFICO;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000561;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro1;Falha / Erro1;(CO) Custos1;(CO) Costs1;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPFICO;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);1,00;;;;;;;;;1;1;;;;;;Incidente;;;
ITSM-CS-0000562;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(CO) Planejamento Financeiro;(CO) Financial Planning;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPFICO;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000563;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(FI) Administração de Vendas;(FI) Sales Administration;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPFICO;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000564;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(FI) Comissões;(FI) Commissions;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPFICO;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000565;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Erro;(FI) Contabilidade;(FI) General Ledger;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPFICO;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000566;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(FI) Contas a Pagar;(FI) Accounts Payable;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPFICO;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);1,00;;;;;;;;;1;1;;;;;;Incidente;;;
ITSM-CS-0000567;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(FI) Contas a Receber;(FI) Accounts Receivable;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPFICO;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000568;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(FI) Tesouraria;(FI) Treasury;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPFICO;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000569;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(MM) Compras;(MM) Purchasing;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPMM;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000570;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(MM) Contabilidade;(MM) Accounting;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPMM;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000571;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(MM) Custos / Inventario;(MM) Costs / Inventory;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPMM;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000572;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(MM) Dados Mestres Fornecedor;(MM) Vendor Master Data;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPMM;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000573;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(MM) Dados Mestres Material;(MM) Material Master Data;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPMM;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000574;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(MM) Fiscal;(MM) Tax Rules;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPMM;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000575;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(MM) Logistica / Almoxarifado;(MM) Logistics / MRO;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPMM;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000576;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(MM) Orçamento;(MM) Investment;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPMM;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000577;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(MM) Recebimento Fiscal;(MM) Tax Receipt Process;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPMM;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000578;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(SD) Beneficiamento;(SD) Distributon - Benefit;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPSD;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000579;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(SD) Dados Mestres Clientes;(SD) Customer Master Data;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPSD;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);1,00;;;;;;;;;1;1;;;;;;Incidente;;;
ITSM-CS-0000580;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(SD) Determinação de Contas;(SD) Account Determination;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPSD;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000581;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(SD) Faturamento / Nfe;(SD) Billing Document / Invoice;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPSD;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000582;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(SD) Fiscal Saídas;(SD) Tax Rules;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPSD;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000583;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(SD) Intercompany / Full Service;(SD) Intercompany / Full Service;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPSD;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000584;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(SD) Ordens Gratuitas;(SD) Free Orders;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPSD;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000585;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(SD) Remessa;(SD) Outbound Delivery;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPSD;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000586;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(SD) Vendas / Devolução;(SD) Sales / Return;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPSD;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000587;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(TRA) Arquivo EDI;(TRA) EDI File;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPTRA;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);1,00;;;;;;;;;1;1;;;;;;Incidente;;;
ITSM-CS-0000588;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(TRA) Custo de Frete;(TRA) Shipment Cost;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPTRA;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000589;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(TRA) Documento de Transporte;(TRA) Shipment Document;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPTRA;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000590;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(TRA) Fatura;(TRA) Invoice;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPTRA;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000591;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Falha / Erro;Falha / Erro;(TRA) Pagamento de Frete;(TRA) Shipment Payment;Alteração necessária para correção de erro sistemico;Required changes to correct system errors;;1;10;SAPTRA;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0000592;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(CO) Administração de Investimentos;(CO) Investment Management;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPFICO;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000593;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(CO) Controladoria;(CO) Controlling;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPFICO;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000594;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(CO) Custos;(CO) Costs;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPFICO;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000595;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(CO) Planejamento Financeiro;(CO) Financial Planning;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPFICO;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000596;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(FI) Administração de Vendas;(FI) Sales Administration;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPFICO;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000597;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(FI) Comissões;(FI) Commissions;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPFICO;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000598;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(FI) Contabilidade;(FI) General Ledger;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPFICO;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000599;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(FI) Contas a Pagar;(FI) Accounts Payable;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPFICO;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000600;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(FI) Contas a Receber;(FI) Accounts Receivable;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPFICO;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000601;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(FI) Tesouraria;(FI) Treasury;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPFICO;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000602;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(MM) Compras;(MM) Purchasing;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPMM;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000603;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(MM) Contabilidade;(MM) Accounting;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPMM;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000604;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(MM) Custos / Inventario;(MM) Costs / Inventory;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPMM;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000605;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(MM) Dados Mestres Fornecedor;(MM) Vendor Master Data;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPMM;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000606;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(MM) Dados Mestres Material;(MM) Material Master Data;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPMM;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000607;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(MM) Fiscal;(MM) Tax Rules;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPMM;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000608;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(MM) Logistica / Almoxarifado;(MM) Logistics / MRO;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPMM;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000609;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(MM) Orçamento;(MM) Investment;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPMM;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000610;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(MM) Recebimento Fiscal;(MM) Tax Receipt Process;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPMM;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000611;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(SD) Beneficiamento;(SD) Distributon - Benefit;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPSD;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000612;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(SD) Dados Mestres Clientes;(SD) Customer Master Data;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPSD;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000613;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(SD) Determinação de Contas;(SD) Account Determination;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPSD;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000614;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(SD) Faturamento / Nfe;(SD) Billing Document / Invoice;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPSD;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000615;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(SD) Fiscal Saídas;(SD) Tax Rules;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPSD;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000616;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(SD) Intercompany / Full Service;(SD) Intercompany / Full Service;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPSD;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000617;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(SD) Ordens Gratuitas;(SD) Free Orders;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPSD;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000618;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(SD) Remessa;(SD) Outbound Delivery;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPSD;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000619;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(SD) Vendas / Devolução;(SD) Sales / Return;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPSD;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000620;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(TRA) Arquivo EDI;(TRA) EDI File;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPTRA;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000621;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(TRA) Custo de Frete;(TRA) Shipment Cost;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPTRA;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000622;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(TRA) Documento de Transporte;(TRA) Shipment Document;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPTRA;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000623;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(TRA) Fatura;(TRA) Invoice;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPTRA;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
ITSM-CS-0000624;DTI - Sistemas;ITD - Systems;Melhorias;Melhorias;Sistemas;System;SAP;SAP;Melhorias;Change;(TRA) Pagamento de Frete;(TRA) Shipment Payment;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;;1;999;SAPTRA;Alteração sistemica visando melhoria de processos de negocio;System changes in order to improve business processes;0,00;1;;;;;;;;1;1;;;;;;Solicitação1;;;
